2025-09-20 16:00:53.f | INFO     | __init__                  | [INIT] BillingProcessor initialized | {"conversation_id": "2f51cb14-306b-498d-be37-efe1deef93e7", "correlation_token": "sim_909c4aa76664333dbd33add873591bca_1758373233161", "backend_url": "http://localhost:3000", "has_backend_shared_secret": true, "has_transport": true, "initial_state": "idle", "timestamp": "2025-09-20T13:00:53.670383"}
2025-09-22 12:48:24.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Success response | request_id=req_4_1758534504795 | data={"status": "continue", "creditsRemaining": 6, "minuteBilled": 4, "totalMinutesBilled": 4, "attemptId": "efde8c5f-80c0-41fd-a720-9cb297138a14", "shouldTerminate": false, "message": "Already billed (idempotent response)"}
2025-09-22 12:48:24.f | DEBUG    | _emit_billing_event       | [EVENT] Emitted conversation:bf00b666-6a5c-4687-89db-783abf2e97c6:billing:webhook_success | data={"conversation_id": "bf00b666-6a5c-4687-89db-783abf2e97c6", "correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "timestamp": "2025-09-22T09:48:24.821079", "request_id": "req_4_1758534504795", "minute": 4, "latency_ms": 24.518728256225586, "response": {"status": "continue", "creditsRemaining": 6, "minuteBilled": 4, "totalMinutesBilled": 4, "attemptId": "efde8c5f-80c0-41fd-a720-9cb297138a14", "shouldTerminate": false, "message": "Already billed (idempotent response)"}}
2025-09-22 12:48:24.f | INFO     | _billing_loop             | [LOOP] Webhook result | loop_id=bf00b666-6a5c-4687-89db-783abf2e97c6_1758534264 | {"minute": 4, "success": true, "latency_ms": 25.952816009521484, "iteration": 4}
2025-09-22 12:48:24.f | INFO     | _handle_billing_response  | [RESPONSE] Processing | {"response_id": "resp_4_1758534504821", "minute": 4, "status": "continue", "credits_remaining": 6, "should_terminate": false, "message": "Already billed (idempotent response)", "grace_period": null}
2025-09-22 12:48:24.f | DEBUG    | _emit_billing_event       | [EVENT] Emitted conversation:bf00b666-6a5c-4687-89db-783abf2e97c6:billing:status_update | data={"conversation_id": "bf00b666-6a5c-4687-89db-783abf2e97c6", "correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "timestamp": "2025-09-22T09:48:24.821539", "response_id": "resp_4_1758534504821", "minute": 4, "status": "continue", "credits_remaining": 6, "should_terminate": false, "message": "Already billed (idempotent response)", "grace_period": null}
2025-09-22 12:48:24.f | DEBUG    | _billing_loop             | [LOOP] Iteration complete | loop_id=bf00b666-6a5c-4687-89db-783abf2e97c6_1758534264 | iteration=4 | total_duration_s=60.03 | webhook_duration_ms=25.95
2025-09-22 12:48:24.f | DEBUG    | _billing_loop             | [LOOP] Iteration 5 starting | loop_id=bf00b666-6a5c-4687-89db-783abf2e97c6_1758534264 | current_minute=4 | waiting_60s=true
2025-09-22 12:48:40.f | INFO     | _billing_loop             | [LOOP] Minute elapsed | loop_id=56651fcd-06f4-40b8-a2fc-bf11486cadee_1758534280 | iteration=4 | minute=4 | conversation_id=56651fcd-06f4-40b8-a2fc-bf11486cadee
2025-09-22 12:48:40.f | INFO     | _send_billing_webhook     | [WEBHOOK] Request starting | request_id=req_4_1758534520765 | url=http://localhost:3000/api/billing/voice-minute | minute=4 | attempt=4
2025-09-22 12:48:40.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Request data | request_id=req_4_1758534520765 | data={"correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "conversation_id": "56651fcd-06f4-40b8-a2fc-bf11486cadee", "minute": 4, "timestamp": "2025-09-22T09:48:40.765378"}
2025-09-22 12:48:40.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Sending POST | request_id=req_4_1758534520765 | headers={"Content-Type": "application/json", "X-Internal-Secret": "REDACTED", "X-Request-ID": "req_4_1758534520765"}
2025-09-22 12:48:40.f | INFO     | _send_billing_webhook     | [WEBHOOK] Response received | {"request_id": "req_4_1758534520765", "status": 200, "latency_ms": 26.187896728515625, "minute": 4, "response_size": 206}
2025-09-22 12:48:40.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Success response | request_id=req_4_1758534520765 | data={"status": "continue", "creditsRemaining": 6, "minuteBilled": 4, "totalMinutesBilled": 4, "attemptId": "efde8c5f-80c0-41fd-a720-9cb297138a14", "shouldTerminate": false, "message": "Already billed (idempotent response)"}
2025-09-22 12:48:40.f | DEBUG    | _emit_billing_event       | [EVENT] Emitted conversation:56651fcd-06f4-40b8-a2fc-bf11486cadee:billing:webhook_success | data={"conversation_id": "56651fcd-06f4-40b8-a2fc-bf11486cadee", "correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "timestamp": "2025-09-22T09:48:40.792601", "request_id": "req_4_1758534520765", "minute": 4, "latency_ms": 26.187896728515625, "response": {"status": "continue", "creditsRemaining": 6, "minuteBilled": 4, "totalMinutesBilled": 4, "attemptId": "efde8c5f-80c0-41fd-a720-9cb297138a14", "shouldTerminate": false, "message": "Already billed (idempotent response)"}}
2025-09-22 12:48:40.f | INFO     | _billing_loop             | [LOOP] Webhook result | loop_id=56651fcd-06f4-40b8-a2fc-bf11486cadee_1758534280 | {"minute": 4, "success": true, "latency_ms": 27.523040771484375, "iteration": 4}
2025-09-22 12:48:40.f | INFO     | _handle_billing_response  | [RESPONSE] Processing | {"response_id": "resp_4_1758534520792", "minute": 4, "status": "continue", "credits_remaining": 6, "should_terminate": false, "message": "Already billed (idempotent response)", "grace_period": null}
2025-09-22 12:48:40.f | DEBUG    | _emit_billing_event       | [EVENT] Emitted conversation:56651fcd-06f4-40b8-a2fc-bf11486cadee:billing:status_update | data={"conversation_id": "56651fcd-06f4-40b8-a2fc-bf11486cadee", "correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "timestamp": "2025-09-22T09:48:40.793027", "response_id": "resp_4_1758534520792", "minute": 4, "status": "continue", "credits_remaining": 6, "should_terminate": false, "message": "Already billed (idempotent response)", "grace_period": null}
2025-09-22 12:48:40.f | DEBUG    | _billing_loop             | [LOOP] Iteration complete | loop_id=56651fcd-06f4-40b8-a2fc-bf11486cadee_1758534280 | iteration=4 | total_duration_s=60.03 | webhook_duration_ms=27.52
2025-09-22 12:48:40.f | DEBUG    | _billing_loop             | [LOOP] Iteration 5 starting | loop_id=56651fcd-06f4-40b8-a2fc-bf11486cadee_1758534280 | current_minute=4 | waiting_60s=true
2025-09-22 12:48:49.f | INFO     | _billing_loop             | [LOOP] Minute elapsed | loop_id=c51f20e9-365f-46e7-b1f8-abb2778de8b0_1758534229 | iteration=5 | minute=5 | conversation_id=c51f20e9-365f-46e7-b1f8-abb2778de8b0
2025-09-22 12:48:49.f | INFO     | _send_billing_webhook     | [WEBHOOK] Request starting | request_id=req_5_1758534529228 | url=http://localhost:3000/api/billing/voice-minute | minute=5 | attempt=5
2025-09-22 12:48:49.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Request data | request_id=req_5_1758534529228 | data={"correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "conversation_id": "c51f20e9-365f-46e7-b1f8-abb2778de8b0", "minute": 5, "timestamp": "2025-09-22T09:48:49.228137"}
2025-09-22 12:48:49.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Sending POST | request_id=req_5_1758534529228 | headers={"Content-Type": "application/json", "X-Internal-Secret": "REDACTED", "X-Request-ID": "req_5_1758534529228"}
2025-09-22 12:48:49.f | INFO     | _send_billing_webhook     | [WEBHOOK] Response received | {"request_id": "req_5_1758534529228", "status": 200, "latency_ms": 34.20901298522949, "minute": 5, "response_size": 157}
2025-09-22 12:48:49.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Success response | request_id=req_5_1758534529228 | data={"status": "continue", "creditsRemaining": 5, "minuteBilled": 5, "totalMinutesBilled": 5, "attemptId": "efde8c5f-80c0-41fd-a720-9cb297138a14", "shouldTerminate": false}
2025-09-22 12:48:49.f | DEBUG    | _emit_billing_event       | [EVENT] Emitted conversation:c51f20e9-365f-46e7-b1f8-abb2778de8b0:billing:webhook_success | data={"conversation_id": "c51f20e9-365f-46e7-b1f8-abb2778de8b0", "correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "timestamp": "2025-09-22T09:48:49.262866", "request_id": "req_5_1758534529228", "minute": 5, "latency_ms": 34.20901298522949, "response": {"status": "continue", "creditsRemaining": 5, "minuteBilled": 5, "totalMinutesBilled": 5, "attemptId": "efde8c5f-80c0-41fd-a720-9cb297138a14", "shouldTerminate": false}}
2025-09-22 12:48:49.f | INFO     | _billing_loop             | [LOOP] Webhook result | loop_id=c51f20e9-365f-46e7-b1f8-abb2778de8b0_1758534229 | {"minute": 5, "success": true, "latency_ms": 34.94405746459961, "iteration": 5}
2025-09-22 12:48:49.f | INFO     | _handle_billing_response  | [RESPONSE] Processing | {"response_id": "resp_5_1758534529263", "minute": 5, "status": "continue", "credits_remaining": 5, "should_terminate": false, "message": null, "grace_period": null}
2025-09-22 12:48:49.f | DEBUG    | _emit_billing_event       | [EVENT] Emitted conversation:c51f20e9-365f-46e7-b1f8-abb2778de8b0:billing:status_update | data={"conversation_id": "c51f20e9-365f-46e7-b1f8-abb2778de8b0", "correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "timestamp": "2025-09-22T09:48:49.263180", "response_id": "resp_5_1758534529263", "minute": 5, "status": "continue", "credits_remaining": 5, "should_terminate": false, "message": null, "grace_period": null}
2025-09-22 12:48:49.f | DEBUG    | _billing_loop             | [LOOP] Iteration complete | loop_id=c51f20e9-365f-46e7-b1f8-abb2778de8b0_1758534229 | iteration=5 | total_duration_s=60.04 | webhook_duration_ms=34.94
2025-09-22 12:48:49.f | DEBUG    | _billing_loop             | [LOOP] Iteration 6 starting | loop_id=c51f20e9-365f-46e7-b1f8-abb2778de8b0_1758534229 | current_minute=5 | waiting_60s=true
2025-09-22 12:49:18.f | INFO     | cleanup                   | [CLEANUP] Starting | cleanup_id=cleanup_1758534558886 | conversation_id=c51f20e9-365f-46e7-b1f8-abb2778de8b0 | state=active
2025-09-22 12:49:18.f | INFO     | _stop_billing             | [STOP] Initiating | stop_id=stop_1758534558887 | conversation_id=c51f20e9-365f-46e7-b1f8-abb2778de8b0 | reason=cleanup | minutes_billed=5
2025-09-22 12:49:18.f | INFO     | _transition_state         | [STATE] Transition | conversation_id=c51f20e9-365f-46e7-b1f8-abb2778de8b0 | from=active | to=stopping | reason=stop_requested: cleanup
2025-09-22 12:49:18.f | DEBUG    | _stop_billing             | [STOP] Cancelling task | stop_id=stop_1758534558887 | task_name=billing_loop_c51f20e9-365f-46e7-b1f8-abb2778de8b0
2025-09-22 12:49:18.f | DEBUG    | _emit_billing_event       | [EVENT] Emitted conversation:c51f20e9-365f-46e7-b1f8-abb2778de8b0:billing:state_transition | data={"conversation_id": "c51f20e9-365f-46e7-b1f8-abb2778de8b0", "correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "timestamp": "2025-09-22T09:49:18.887375", "from": "active", "to": "stopping", "reason": "stop_requested: cleanup"}
2025-09-22 12:49:18.f | INFO     | _billing_loop             | [LOOP] Cancelled | loop_id=c51f20e9-365f-46e7-b1f8-abb2778de8b0_1758534229 | total_iterations=6 | minutes_billed=5
2025-09-22 12:49:18.f | INFO     | _billing_loop             | [LOOP] Ended | loop_id=c51f20e9-365f-46e7-b1f8-abb2778de8b0_1758534229 | total_iterations=6 | total_minutes=5 | final_state=stopping
2025-09-22 12:49:18.f | DEBUG    | _stop_billing             | [STOP] Task cancelled | stop_id=stop_1758534558887 | task_name=billing_loop_c51f20e9-365f-46e7-b1f8-abb2778de8b0
2025-09-22 12:49:18.f | INFO     | _stop_billing             | [STOP] Session duration | {"stop_id": "stop_1758534558887", "total_seconds": 329.813733, "billed_minutes": 5, "calculated_minutes": 6, "needs_final_billing": true}
2025-09-22 12:49:18.f | INFO     | _stop_billing             | [STOP] Billing partial minute | stop_id=stop_1758534558887 | minute=6
2025-09-22 12:49:18.f | INFO     | _send_final_webhook       | [FINAL] Sending final webhook | final_id=final_1758534558890 | final_minute=6 | previous_minutes=5
2025-09-22 12:49:18.f | INFO     | _send_billing_webhook     | [WEBHOOK] Request starting | request_id=req_6_1758534558890 | url=http://localhost:3000/api/billing/voice-minute | minute=6 | attempt=6
2025-09-22 12:49:18.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Request data | request_id=req_6_1758534558890 | data={"correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "conversation_id": "c51f20e9-365f-46e7-b1f8-abb2778de8b0", "minute": 6, "timestamp": "2025-09-22T09:49:18.890129"}
2025-09-22 12:49:18.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Sending POST | request_id=req_6_1758534558890 | headers={"Content-Type": "application/json", "X-Internal-Secret": "REDACTED", "X-Request-ID": "req_6_1758534558890"}
2025-09-22 12:49:18.f | INFO     | _send_billing_webhook     | [WEBHOOK] Response received | {"request_id": "req_6_1758534558890", "status": 200, "latency_ms": 24.927139282226562, "minute": 6, "response_size": 157}
2025-09-22 12:49:18.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Success response | request_id=req_6_1758534558890 | data={"status": "continue", "creditsRemaining": 4, "minuteBilled": 6, "totalMinutesBilled": 6, "attemptId": "efde8c5f-80c0-41fd-a720-9cb297138a14", "shouldTerminate": false}
2025-09-22 12:49:18.f | DEBUG    | _emit_billing_event       | [EVENT] Emitted conversation:c51f20e9-365f-46e7-b1f8-abb2778de8b0:billing:webhook_success | data={"conversation_id": "c51f20e9-365f-46e7-b1f8-abb2778de8b0", "correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "timestamp": "2025-09-22T09:49:18.915452", "request_id": "req_6_1758534558890", "minute": 6, "latency_ms": 24.927139282226562, "response": {"status": "continue", "creditsRemaining": 4, "minuteBilled": 6, "totalMinutesBilled": 6, "attemptId": "efde8c5f-80c0-41fd-a720-9cb297138a14", "shouldTerminate": false}}
2025-09-22 12:49:18.f | INFO     | _send_final_webhook       | [FINAL] Final webhook complete | final_id=final_1758534558890 | success=True
2025-09-22 12:49:18.f | INFO     | _stop_billing             | [STOP] Final metrics | stop_id=stop_1758534558887 | {"webhook_attempts": 6, "webhook_successes": 6, "webhook_failures": 0, "success_rate": 100.0, "avg_latency_ms": 33.11284383138021, "min_latency_ms": 24.927139282226562, "max_latency_ms": 55.44400215148926, "last_webhook_time": "2025-09-22T09:49:18.915228", "state_transitions": [{"from": "idle", "to": "waiting_for_audio", "reason": "first_audio_received", "timestamp": "2025-09-22T09:43:49.075852"}, {"from": "waiting_for_audio", "to": "active", "reason": "billing_started", "timestamp": "2025-09-22T09:43:49.075889"}, {"from": "active", "to": "stopping", "reason": "stop_requested: cleanup", "timestamp": "2025-09-22T09:49:18.887375"}]}
2025-09-22 12:49:18.f | INFO     | _transition_state         | [STATE] Transition | conversation_id=c51f20e9-365f-46e7-b1f8-abb2778de8b0 | from=stopping | to=stopped | reason=stop_completed: cleanup
2025-09-22 12:49:18.f | DEBUG    | _emit_billing_event       | [EVENT] Emitted conversation:c51f20e9-365f-46e7-b1f8-abb2778de8b0:billing:stopped | data={"conversation_id": "c51f20e9-365f-46e7-b1f8-abb2778de8b0", "correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "timestamp": "2025-09-22T09:49:18.915955", "stop_id": "stop_1758534558887", "reason": "cleanup", "total_minutes": 6, "metrics": {"webhook_attempts": 6, "webhook_successes": 6, "webhook_failures": 0, "success_rate": 100.0, "avg_latency_ms": 33.11284383138021, "min_latency_ms": 24.927139282226562, "max_latency_ms": 55.44400215148926, "last_webhook_time": "2025-09-22T09:49:18.915228", "state_transitions": [{"from": "idle", "to": "waiting_for_audio", "reason": "first_audio_received", "timestamp": "2025-09-22T09:43:49.075852"}, {"from": "waiting_for_audio", "to": "active", "reason": "billing_started", "timestamp": "2025-09-22T09:43:49.075889"}, {"from": "active", "to": "stopping", "reason": "stop_requested: cleanup", "timestamp": "2025-09-22T09:49:18.887375"}, {"from": "stopping", "to": "stopped", "reason": "stop_completed: cleanup", "timestamp": "2025-09-22T09:49:18.915835"}]}}
2025-09-22 12:49:18.f | DEBUG    | _emit_billing_event       | [EVENT] Emitted conversation:c51f20e9-365f-46e7-b1f8-abb2778de8b0:billing:state_transition | data={"conversation_id": "c51f20e9-365f-46e7-b1f8-abb2778de8b0", "correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "timestamp": "2025-09-22T09:49:18.915835", "from": "stopping", "to": "stopped", "reason": "stop_completed: cleanup"}
2025-09-22 12:49:18.f | INFO     | cleanup                   | [CLEANUP] Complete | cleanup_id=cleanup_1758534558886 | final_state=stopped
2025-09-22 12:49:19.f | INFO     | cleanup                   | [CLEANUP] Starting | cleanup_id=cleanup_1758534559825 | conversation_id=56651fcd-06f4-40b8-a2fc-bf11486cadee | state=active
2025-09-22 12:49:19.f | INFO     | _stop_billing             | [STOP] Initiating | stop_id=stop_1758534559826 | conversation_id=56651fcd-06f4-40b8-a2fc-bf11486cadee | reason=cleanup | minutes_billed=4
2025-09-22 12:49:19.f | INFO     | _transition_state         | [STATE] Transition | conversation_id=56651fcd-06f4-40b8-a2fc-bf11486cadee | from=active | to=stopping | reason=stop_requested: cleanup
2025-09-22 12:49:19.f | DEBUG    | _stop_billing             | [STOP] Cancelling task | stop_id=stop_1758534559826 | task_name=billing_loop_56651fcd-06f4-40b8-a2fc-bf11486cadee
2025-09-22 12:49:19.f | DEBUG    | _emit_billing_event       | [EVENT] Emitted conversation:56651fcd-06f4-40b8-a2fc-bf11486cadee:billing:state_transition | data={"conversation_id": "56651fcd-06f4-40b8-a2fc-bf11486cadee", "correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "timestamp": "2025-09-22T09:49:19.826582", "from": "active", "to": "stopping", "reason": "stop_requested: cleanup"}
2025-09-22 12:49:19.f | INFO     | _billing_loop             | [LOOP] Cancelled | loop_id=56651fcd-06f4-40b8-a2fc-bf11486cadee_1758534280 | total_iterations=5 | minutes_billed=4
2025-09-22 12:49:19.f | INFO     | _billing_loop             | [LOOP] Ended | loop_id=56651fcd-06f4-40b8-a2fc-bf11486cadee_1758534280 | total_iterations=5 | total_minutes=4 | final_state=stopping
2025-09-22 12:49:19.f | DEBUG    | _stop_billing             | [STOP] Task cancelled | stop_id=stop_1758534559826 | task_name=billing_loop_56651fcd-06f4-40b8-a2fc-bf11486cadee
2025-09-22 12:49:19.f | INFO     | _stop_billing             | [STOP] Session duration | {"stop_id": "stop_1758534559826", "total_seconds": 279.120888, "billed_minutes": 4, "calculated_minutes": 5, "needs_final_billing": true}
2025-09-22 12:49:19.f | INFO     | _stop_billing             | [STOP] Billing partial minute | stop_id=stop_1758534559826 | minute=5
2025-09-22 12:49:19.f | INFO     | _send_final_webhook       | [FINAL] Sending final webhook | final_id=final_1758534559829 | final_minute=5 | previous_minutes=4
2025-09-22 12:49:19.f | INFO     | _send_billing_webhook     | [WEBHOOK] Request starting | request_id=req_5_1758534559829 | url=http://localhost:3000/api/billing/voice-minute | minute=5 | attempt=5
2025-09-22 12:49:19.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Request data | request_id=req_5_1758534559829 | data={"correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "conversation_id": "56651fcd-06f4-40b8-a2fc-bf11486cadee", "minute": 5, "timestamp": "2025-09-22T09:49:19.829331"}
2025-09-22 12:49:19.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Sending POST | request_id=req_5_1758534559829 | headers={"Content-Type": "application/json", "X-Internal-Secret": "REDACTED", "X-Request-ID": "req_5_1758534559829"}
2025-09-22 12:49:19.f | INFO     | _send_billing_webhook     | [WEBHOOK] Response received | {"request_id": "req_5_1758534559829", "status": 200, "latency_ms": 13.135194778442383, "minute": 5, "response_size": 206}
2025-09-22 12:49:19.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Success response | request_id=req_5_1758534559829 | data={"status": "continue", "creditsRemaining": 4, "minuteBilled": 5, "totalMinutesBilled": 6, "attemptId": "efde8c5f-80c0-41fd-a720-9cb297138a14", "shouldTerminate": false, "message": "Already billed (idempotent response)"}
2025-09-22 12:49:19.f | DEBUG    | _emit_billing_event       | [EVENT] Emitted conversation:56651fcd-06f4-40b8-a2fc-bf11486cadee:billing:webhook_success | data={"conversation_id": "56651fcd-06f4-40b8-a2fc-bf11486cadee", "correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "timestamp": "2025-09-22T09:49:19.843377", "request_id": "req_5_1758534559829", "minute": 5, "latency_ms": 13.135194778442383, "response": {"status": "continue", "creditsRemaining": 4, "minuteBilled": 5, "totalMinutesBilled": 6, "attemptId": "efde8c5f-80c0-41fd-a720-9cb297138a14", "shouldTerminate": false, "message": "Already billed (idempotent response)"}}
2025-09-22 12:49:19.f | INFO     | _send_final_webhook       | [FINAL] Final webhook complete | final_id=final_1758534559829 | success=True
2025-09-22 12:49:19.f | INFO     | _stop_billing             | [STOP] Final metrics | stop_id=stop_1758534559826 | {"webhook_attempts": 5, "webhook_successes": 5, "webhook_failures": 0, "success_rate": 100.0, "avg_latency_ms": 17.676401138305664, "min_latency_ms": 8.454084396362305, "max_latency_ms": 26.187896728515625, "last_webhook_time": "2025-09-22T09:49:19.843145", "state_transitions": [{"from": "idle", "to": "waiting_for_audio", "reason": "first_audio_received", "timestamp": "2025-09-22T09:44:40.707644"}, {"from": "waiting_for_audio", "to": "active", "reason": "billing_started", "timestamp": "2025-09-22T09:44:40.707681"}, {"from": "active", "to": "stopping", "reason": "stop_requested: cleanup", "timestamp": "2025-09-22T09:49:19.826582"}]}
2025-09-22 12:49:19.f | INFO     | _transition_state         | [STATE] Transition | conversation_id=56651fcd-06f4-40b8-a2fc-bf11486cadee | from=stopping | to=stopped | reason=stop_completed: cleanup
2025-09-22 12:49:19.f | DEBUG    | _emit_billing_event       | [EVENT] Emitted conversation:56651fcd-06f4-40b8-a2fc-bf11486cadee:billing:stopped | data={"conversation_id": "56651fcd-06f4-40b8-a2fc-bf11486cadee", "correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "timestamp": "2025-09-22T09:49:19.843925", "stop_id": "stop_1758534559826", "reason": "cleanup", "total_minutes": 5, "metrics": {"webhook_attempts": 5, "webhook_successes": 5, "webhook_failures": 0, "success_rate": 100.0, "avg_latency_ms": 17.676401138305664, "min_latency_ms": 8.454084396362305, "max_latency_ms": 26.187896728515625, "last_webhook_time": "2025-09-22T09:49:19.843145", "state_transitions": [{"from": "idle", "to": "waiting_for_audio", "reason": "first_audio_received", "timestamp": "2025-09-22T09:44:40.707644"}, {"from": "waiting_for_audio", "to": "active", "reason": "billing_started", "timestamp": "2025-09-22T09:44:40.707681"}, {"from": "active", "to": "stopping", "reason": "stop_requested: cleanup", "timestamp": "2025-09-22T09:49:19.826582"}, {"from": "stopping", "to": "stopped", "reason": "stop_completed: cleanup", "timestamp": "2025-09-22T09:49:19.843796"}]}}
2025-09-22 12:49:19.f | DEBUG    | _emit_billing_event       | [EVENT] Emitted conversation:56651fcd-06f4-40b8-a2fc-bf11486cadee:billing:state_transition | data={"conversation_id": "56651fcd-06f4-40b8-a2fc-bf11486cadee", "correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "timestamp": "2025-09-22T09:49:19.843796", "from": "stopping", "to": "stopped", "reason": "stop_completed: cleanup"}
2025-09-22 12:49:19.f | INFO     | cleanup                   | [CLEANUP] Complete | cleanup_id=cleanup_1758534559825 | final_state=stopped
2025-09-22 12:49:19.f | INFO     | cleanup                   | [CLEANUP] Starting | cleanup_id=cleanup_1758534559946 | conversation_id=bf00b666-6a5c-4687-89db-783abf2e97c6 | state=active
2025-09-22 12:49:19.f | INFO     | _stop_billing             | [STOP] Initiating | stop_id=stop_1758534559947 | conversation_id=bf00b666-6a5c-4687-89db-783abf2e97c6 | reason=cleanup | minutes_billed=4
2025-09-22 12:49:19.f | INFO     | _transition_state         | [STATE] Transition | conversation_id=bf00b666-6a5c-4687-89db-783abf2e97c6 | from=active | to=stopping | reason=stop_requested: cleanup
2025-09-22 12:49:19.f | DEBUG    | _stop_billing             | [STOP] Cancelling task | stop_id=stop_1758534559947 | task_name=billing_loop_bf00b666-6a5c-4687-89db-783abf2e97c6
2025-09-22 12:49:19.f | DEBUG    | _emit_billing_event       | [EVENT] Emitted conversation:bf00b666-6a5c-4687-89db-783abf2e97c6:billing:state_transition | data={"conversation_id": "bf00b666-6a5c-4687-89db-783abf2e97c6", "correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "timestamp": "2025-09-22T09:49:19.947165", "from": "active", "to": "stopping", "reason": "stop_requested: cleanup"}
2025-09-22 12:49:19.f | INFO     | _billing_loop             | [LOOP] Cancelled | loop_id=bf00b666-6a5c-4687-89db-783abf2e97c6_1758534264 | total_iterations=5 | minutes_billed=4
2025-09-22 12:49:19.f | INFO     | _billing_loop             | [LOOP] Ended | loop_id=bf00b666-6a5c-4687-89db-783abf2e97c6_1758534264 | total_iterations=5 | total_minutes=4 | final_state=stopping
2025-09-22 12:49:19.f | DEBUG    | _stop_billing             | [STOP] Task cancelled | stop_id=stop_1758534559947 | task_name=billing_loop_bf00b666-6a5c-4687-89db-783abf2e97c6
2025-09-22 12:49:19.f | INFO     | _stop_billing             | [STOP] Session duration | {"stop_id": "stop_1758534559947", "total_seconds": 295.229896, "billed_minutes": 4, "calculated_minutes": 5, "needs_final_billing": true}
2025-09-22 12:49:19.f | INFO     | _stop_billing             | [STOP] Billing partial minute | stop_id=stop_1758534559947 | minute=5
2025-09-22 12:49:19.f | INFO     | _send_final_webhook       | [FINAL] Sending final webhook | final_id=final_1758534559947 | final_minute=5 | previous_minutes=4
2025-09-22 12:49:19.f | INFO     | _send_billing_webhook     | [WEBHOOK] Request starting | request_id=req_5_1758534559947 | url=http://localhost:3000/api/billing/voice-minute | minute=5 | attempt=5
2025-09-22 12:49:19.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Request data | request_id=req_5_1758534559947 | data={"correlation_token": "sim_7a998722dfc1bc948cd49b1398196e6d_1758534162849", "conversation_id": "bf00b666-6a5c-4687-89db-783abf2e97c6", "minute": 5, "timestamp": "2025-09-22T09:49:19.947831"}
2025-09-22 12:49:19.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Sending POST | request_id=req_5_1758534559947 | headers={"Content-Type": "application/json", "X-Internal-Secret": "REDACTED", "X-Request-ID": "req_5_1758534559947"}
2025-09-22 12:49:19.f | INFO     | _send_billing_webhook     | [WEBHOOK] Response received | {"request_id": "req_5_1758534559947", "status": 200, "latency_ms": 10.032892227172852, "minute": 5, "response_size": 206}
2025-09-22 12:49:19.f | DEBUG    | _send_billing_webhook     | [WEBHOOK] Success response | request_id=req_5_1758534559947 | data={"status": "continue", "creditsRemaining": 4, "minuteBilled": 5, "totalMinutesBilled": 6, "attemptId": "efde8c5f-80c0-41fd-a720-9cb297138a14", "shouldTerminate": false, "message": "Already billed (idempotent response)"}
